"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude"
"6886","Moonee Ponds","31 Bowen St",2,"h",860000,"S","Nelson","11/02/2017",6.9,3039,2,1,1,301,80,1920,"Moonee Valley",-37.7695,144.9092
"6887","Moonee Ponds","7 Browning St",3,"h",1260000,"S","Jellis","11/02/2017",6.9,3039,3,2,1,253,146.861538586252,1970,"Moonee Valley",-37.7708,144.9234
"6888","Moonee Ponds","35 Addison St",4,"h",1637000,"S","Nelson","12/11/2016",6.9,3039,4,1,3,539,190,1900,"Moonee Valley",-37.7701,144.9287
"6890","Moonee Ponds","30 Tennyson St",3,"h",1505000,"S","Jellis","12/11/2016",6.9,3039,3,2,2,249,168,2007,"Moonee Valley",-37.7609,144.9296
"6892","Moonee Ponds","112 Dean St",3,"h",1100000,"VB","Brad","13/08/2016",6.9,3039,3,1,2,572,146.861538586252,1970,"Moonee Valley",-37.7683,144.9325
"6895","Moonee Ponds","59 Scott St",3,"h",1145000,"SP","Nelson","14/05/2016",6.9,3039,3,2,2,478,146.861538586252,1970,"Moonee Valley",-37.7615,144.9076
"6896","Moonee Ponds","24 Steele St",4,"h",1322000,"S","Nelson","14/05/2016",6.9,3039,3,1,1,549,192,1930,"Moonee Valley",-37.7696,144.929
"6897","Moonee Ponds","29 Winchester St",2,"h",1015000,"S","Nelson","14/05/2016",6.9,3039,2,1,1,228,125,1910,"Moonee Valley",-37.7685,144.9183
"6901","Moonee Ponds","103/701 Mt Alexander Rd",1,"u",465000,"S","Frank","15/10/2016",6.9,3039,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"6902","Moonee Ponds","10 Normanby St",4,"h",1150000,"S","Nelson","15/10/2016",6.9,3039,4,2,1,481,146.861538586252,1970,"Moonee Valley",-37.7709,144.9151
"6904","Moonee Ponds","83 Scott St",3,"t",890500,"S","Brad","15/10/2016",6.9,3039,3,2,1,213,146.861538586252,1950,"Moonee Valley",-37.7631,144.9073
"6907","Moonee Ponds","2 Addison St",3,"h",1370000,"S","Nelson","16/04/2016",6.9,3039,3,1,2,427,146.861538586252,1970,"Moonee Valley",-37.7702,144.9266
"6908","Moonee Ponds","61 Athol St",3,"h",1400000,"SP","Brad","16/04/2016",6.9,3039,3,2,2,394,160,1890,"Moonee Valley",-37.7699,144.9149
"6909","Moonee Ponds","22 McPherson St",4,"h",1310000,"S","Jellis","16/04/2016",6.9,3039,3,3,2,475,146.861538586252,1970,"Moonee Valley",-37.7609,144.9285
"6910","Moonee Ponds","4 Milverton St",4,"h",1833000,"SP","Jellis","16/04/2016",6.9,3039,4,1,1,583,146.861538586252,1970,"Moonee Valley",-37.7682,144.9151
"6911","Moonee Ponds","49 Derby St",3,"h",855000,"S","Brad","16/07/2016",6.9,3039,3,1,1,274,146.861538586252,1970,"Moonee Valley",-37.7641,144.9112
"6912","Moonee Ponds","172 Maribyrnong Rd",3,"h",930000,"S","Brad","16/07/2016",6.9,3039,2,1,1,305,146.861538586252,1900,"Moonee Valley",-37.7711,144.9122
"6913","Moonee Ponds","6 Robinson St",4,"h",1640000,"S","Brad","16/07/2016",6.9,3039,4,2,1,435,329,1920,"Moonee Valley",-37.7601,144.9228
"6914","Moonee Ponds","38 Addison St",3,"h",1480000,"S","Alexkarbon","17/09/2016",6.9,3039,3,1,2,436,142,1910,"Moonee Valley",-37.7704,144.9292
"6915","Moonee Ponds","31 Bruce St",3,"t",902000,"S","Frank","17/09/2016",6.9,3039,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"6916","Moonee Ponds","1/19 Montague St",2,"u",672000,"SP","Nelson","17/09/2016",6.9,3039,2,1,2,230,146.861538586252,1989,"Moonee Valley",-37.7595,144.9317
"6921","Moonee Ponds","47 Margaret St",2,"h",1055000,"S","Moonee","18/03/2017",6.9,3039,2,1,1,292,146.861538586252,1970,"Moonee Valley",-37.7642,144.9195
"6923","Moonee Ponds","64 Salisbury St",3,"h",1435000,"S","Nelson","18/03/2017",6.9,3039,3,1,3,633,146.861538586252,1970,"Moonee Valley",-37.7608,144.9322
"6924","Moonee Ponds","3 Sussex St",4,"h",1275000,"S","Nelson","18/03/2017",6.9,3039,4,2,1,627,146.861538586252,1970,"Moonee Valley",-37.7649,144.9091
"6925","Moonee Ponds","113 Buckley St",1,"u",1685000,"S","Nelson","18/06/2016",6.9,3039,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.7571,144.9167
"6926","Moonee Ponds","54b Salisbury St",3,"t",842500,"S","Jellis","18/06/2016",6.9,3039,3,2,1,216,156,1995,"Moonee Valley",-37.7607,144.9314
"6927","Moonee Ponds","31 Wordsworth St",4,"h",1345000,"SP","Brad","18/06/2016",6.9,3039,4,2,2,313,193,1910,"Moonee Valley",-37.7709,144.9288
"6930","Moonee Ponds","3 Pattison St",2,"h",849000,"S","Brad","19/11/2016",6.9,3039,2,1,1,345,95,1930,"Moonee Valley",-37.773,144.9335
"6931","Moonee Ponds","35 Athol St",3,"h",1425000,"SP","Brad","22/05/2016",6.9,3039,3,1,1,526,159,1900,"Moonee Valley",-37.7701,144.9172
"6932","Moonee Ponds","36 Derby St",3,"t",1345000,"SP","Barry","22/05/2016",6.9,3039,3,2,1,310,287,1930,"Moonee Valley",-37.7639,144.9126
"6934","Moonee Ponds","1/132 Pascoe Vale Rd",4,"t",726000,"S","Nelson","22/05/2016",6.9,3039,4,2,1,67,145,2000,"Moonee Valley",-37.761,144.9262
"6935","Moonee Ponds","1a Ardmillan Rd",3,"h",1250000,"S","Raine","23/04/2016",6.9,3039,3,2,1,283,222,2002,"Moonee Valley",-37.7638,144.9175
"6936","Moonee Ponds","2/102 Bent St",3,"t",870000,"S","Nelson","23/04/2016",6.9,3039,3,2,2,156,152,2000,"Moonee Valley",-37.7631,144.9357
"6938","Moonee Ponds","77a Scott St",3,"h",1390000,"S","Brad","23/04/2016",6.9,3039,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"6939","Moonee Ponds","36 Aberfeldie St",3,"h",1725000,"PI","Nelson","24/09/2016",6.9,3039,3,2,3,596,203,1950,"Moonee Valley",-37.7609,144.905
"6943","Moonee Ponds","20 Railway Cr",2,"h",780000,"PI","Nelson","24/09/2016",6.9,3039,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"6945","Moonee Ponds","6/8 Scotia St",2,"t",670000,"SP","Frank","24/09/2016",6.9,3039,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"6947","Moonee Ponds","4/6 Turner St",2,"u",600000,"S","Woodards","24/09/2016",6.9,3039,2,1,1,166,81,1965,"Moonee Valley",-37.7624,144.9365
"6948","Moonee Ponds","25 Wilson St",4,"h",1505000,"S","Frank","25/02/2017",6.9,3039,4,2,2,441,164,1910,"Moonee Valley",-37.7627,144.9278
"6950","Moonee Ponds","36 Scotia St",3,"h",850000,"S","Nelson","26/07/2016",6.9,3039,3,2,1,271,143,1915,"Moonee Valley",-37.7682,144.9058
"6953","Moonee Ponds","15 Orford St",2,"h",956000,"SP","Nelson","27/06/2016",6.9,3039,2,1,2,435,146.861538586252,1920,"Moonee Valley",-37.7692,144.9042
"6954","Moonee Ponds","151b Park St",3,"h",961000,"PI","Rendina","27/06/2016",6.9,3039,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"6958","Moonee Ponds","1/21 Holmes Rd",2,"u",574000,"S","Jellis","27/11/2016",6.9,3039,2,2,1,159,146.861538586252,1970,"Moonee Valley",-37.7666,144.9184
"6960","Moonee Ponds","1/263 Union Rd",3,"t",1130000,"S","Brad","27/11/2016",6.9,3039,3,2,2,217,145,2013,"Moonee Valley",-37.7704,144.9162
"6961","Moonee Ponds","1/16 Capulet St",2,"u",730000,"SP","Woodards","28/05/2016",6.9,3039,2,1,2,217,146.861538586252,1970,"Moonee Valley",-37.7609,144.9308
"6964","Moonee Ponds","11 Bowen St",3,"h",930000,"S","Nelson","28/08/2016",6.9,3039,3,3,1,325,132,1910,"Moonee Valley",-37.7702,144.9091
"6965","Moonee Ponds","27 Moore St",3,"h",800000,"VB","Nelson","28/08/2016",6.9,3039,2,1,1,207,146.861538586252,1970,"Moonee Valley",-37.7687,144.9203
"6966","Moonee Ponds","54 Ngarveno St",3,"h",1111000,"S","Ray","28/08/2016",6.9,3039,3,1,2,502,146.861538586252,1970,"Moonee Valley",-37.7693,144.9299
"6967","Moonee Ponds","3 Norfolk St",2,"h",900000,"S","Nelson","28/08/2016",6.9,3039,2,1,1,339,146.861538586252,1970,"Moonee Valley",-37.7651,144.9078
"6968","Moonee Ponds","3 Victoria St",2,"h",822500,"S","Nelson","28/08/2016",6.9,3039,3,1,1,219,146.861538586252,1900,"Moonee Valley",-37.7627,144.9141
"6969","Moonee Ponds","33 Walker St",4,"h",1400000,"S","Jellis","28/08/2016",6.9,3039,3,2,2,595,146.861538586252,1970,"Moonee Valley",-37.7641,144.9265
"6971","Moonee Ponds","4/208 Maribyrnong Rd",2,"t",800000,"S","Nelson","30/07/2016",6.9,3039,2,2,2,239,120,1970,"Moonee Valley",-37.7708,144.9093
"6973","Moorabbin","21 Fiddes St",3,"h",1224000,"S","Buxton","3/09/2016",14.6,3189,3,1,3,834,143,1960,"Kingston",-37.9376,145.0474
"6974","Moorabbin","23 Fiddes St",3,"h",1020000,"S","Buxton","3/09/2016",14.6,3189,3,1,3,771,146.861538586252,1970,"Kingston",-37.9375,145.0474
"6975","Moorabbin","19 Hamer St",3,"h",1000000,"S","O'Brien","3/09/2016",14.6,3189,3,2,2,573,150,1970,"Kingston",-37.9428,145.044
"6976","Moorabbin","6/1015 Nepean Hwy",1,"u",380500,"S","Ray","3/09/2016",14.6,3189,1,1,1,106,51,1990,"Kingston",-37.9374,145.0388
"6977","Moorabbin","11A Barbara St",4,"h",930000,"VB","McGrath","3/12/2016",14.6,3189,4,3,2,443,4,1970,"Kingston",-37.9371,145.0578
"6978","Moorabbin","7 Barbara St",3,"h",1090000,"SP","Woodards","3/12/2016",14.6,3189,3,2,2,784,160,1960,"Kingston",-37.9368,145.0568
"6979","Moorabbin","16 Matilda Rd",4,"h",947500,"S","McGrath","3/12/2016",14.6,3189,4,2,2,609,16,1970,"Kingston",-37.9416,145.058
"6980","Moorabbin","163 Rowans Rd",3,"h",836000,"S","Woodards","3/12/2016",14.6,3189,3,1,4,695,165,1970,"Kingston",-37.9364,145.0559
"6981","Moorabbin","52 Bulli St",3,"h",1417250,"S","Buxton","4/02/2016",14.6,3189,3,2,2,653,180,1950,"Kingston",-37.9418,145.0549
"6982","Moorabbin","10 Avon St",3,"h",980000,"SP","Buxton","4/03/2017",14.6,3189,3,1,2,623,119,1970,"Kingston",-37.9404,145.046
"6983","Moorabbin","32a Fiddes St",4,"t",1135000,"PI","Hodges","4/03/2017",14.6,3189,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"6984","Moorabbin","48 Matilda Rd",3,"h",1110000,"S","Woodards","4/03/2017",14.6,3189,3,1,4,690,146.861538586252,1970,"Kingston",-37.9386,145.0585
"6985","Moorabbin","38 Grandview Gr",2,"h",950000,"SP","Buxton","4/06/2016",14.6,3189,2,1,3,649,75,1950,"Kingston",-37.9424,145.0464
"6987","Moorabbin","1a Rodney St",3,"h",750000,"PI","hockingstuart","4/06/2016",14.6,3189,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"6988","Moorabbin","8b William St",4,"h",1140000,"SA","Buxton","4/06/2016",14.6,3189,4,2,1,318,242,2015,"Kingston",-37.9443,145.0448
"6990","Moorabbin","1/1017 Nepean Hwy",3,"t",750000,"PI","Buxton","7/05/2016",14.6,3189,3,2,1,164,123,2010,"Kingston",-37.9378,145.0385
"6991","Moorabbin","208/11 Central Av",2,"u",490500,"S","Ray","7/11/2016",14.6,3189,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"6992","Moorabbin","1/4 Grandview Gr",3,"u",931000,"S","hockingstuart","7/11/2016",14.6,3189,3,1,2,313,146.861538586252,1970,"Kingston",-37.9449,145.0459
"6993","Moorabbin","38 Royena Rd",4,"h",1000000,"S","C21","7/11/2016",14.6,3189,4,3,4,581,159,1960,"Kingston",-37.9382,145.0577
"6995","Moorabbin","83 Bulli St",4,"h",1200000,"S","Buxton","8/10/2016",14.6,3189,4,2,1,696,214,1955,"Kingston",-37.9398,145.0554
"6996","Moorabbin","14 Avon St",3,"h",987000,"S","Buxton","10/09/2016",14.6,3189,3,1,1,603,112,1960,"Kingston",-37.9404,145.0464
"6997","Moorabbin","15 Genoa St",3,"h",937000,"S","Hodges","10/09/2016",14.6,3189,3,2,1,534,104,1960,"Kingston",-37.9426,145.0568
"6998","Moorabbin","5 Schofield St",4,"h",1426000,"S","McGrath","10/09/2016",14.6,3189,4,2,1,720,218,1950,"Kingston",-37.9394,145.0408
"7001","Moorabbin","5A William St",4,"h",1016000,"S","Buxton","11/02/2017",14.6,3189,4,3,2,272,188,2000,"Kingston",-37.9443,145.0444
"7002","Moorabbin","2b Rice St",3,"t",910000,"S","hockingstuart","12/11/2016",14.6,3189,3,2,2,312,146.861538586252,1970,"Kingston",-37.9412,145.0491
"7003","Moorabbin","5 Florida Ct",4,"h",1385000,"S","Gary","14/05/2016",14.6,3189,4,2,2,807,146.861538586252,1970,"Kingston",-37.9431,145.0407
"7005","Moorabbin","2/30 Matilda Rd",3,"t",905000,"S","hockingstuart","15/10/2016",14.6,3189,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7006","Moorabbin","10a Narooma St",3,"u",1035000,"S","C21","16/04/2016",14.6,3189,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7007","Moorabbin","2/1 Perry St",3,"t",785000,"S","Ray","16/04/2016",14.6,3189,3,2,2,169,146.861538586252,1970,"Kingston",-37.9385,145.0397
"7008","Moorabbin","118 Rowans Rd",3,"h",901000,"S","O'Brien","16/07/2016",14.6,3189,2,2,3,558,133,1955,"Kingston",-37.9435,145.0522
"7009","Moorabbin","2 Margaret St",4,"h",1300000,"S","Woodards","17/09/2016",14.6,3189,4,3,2,743,171,1973,"Kingston",-37.9362,145.0442
"7010","Moorabbin","1 Otford Cl",3,"h",975000,"S","Woodards","17/09/2016",14.6,3189,2,1,2,576,121,1940,"Kingston",-37.9363,145.0495
"7011","Moorabbin","23 Franklin St",4,"h",1070000,"S","Buxton","18/03/2017",14.6,3189,4,2,1,603,140,1955,"Kingston",-37.9381,145.0534
"7012","Moorabbin","1/17 Baker St",2,"u",639000,"S","Buxton/Find","19/11/2016",14.6,3189,2,1,1,83,79,1960,"Kingston",-37.9355,145.0485
"7013","Moorabbin","2/1 Barbara St",2,"u",605000,"S","Ray","19/11/2016",14.6,3189,2,1,2,180,68,1980,"Kingston",-37.9363,145.0564
"7014","Moorabbin","1 Rhonda Ct",3,"h",960000,"S","Ray","19/11/2016",14.6,3189,3,1,1,593,115,1960,"Kingston",-37.9431,145.0484
"7015","Moorabbin","13 Franklin St",3,"h",725000,"PI","Ray","22/05/2016",14.6,3189,3,2,1,374,137,1950,"Kingston",-37.939,145.0533
"7016","Moorabbin","5 Margaret St",3,"h",981000,"S","Buxton","22/05/2016",14.6,3189,2,1,2,601,146.861538586252,1970,"Kingston",-37.9361,145.0456
"7017","Moorabbin","10b Narooma St",3,"u",985000,"SP","C21","22/05/2016",14.6,3189,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7018","Moorabbin","5 Bruthen St",3,"h",975000,"SP","Buxton","22/08/2016",14.6,3189,3,1,2,650,146.861538586252,1970,"Kingston",-37.9378,145.0546
"7019","Moorabbin","88 Bulli St",4,"h",1035000,"S","Ray","24/09/2016",14.6,3189,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7020","Moorabbin","2/86 Chapel Rd",3,"t",805000,"S","Buxton","24/09/2016",14.6,3189,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7021","Moorabbin","610/6 Station St",2,"u",460000,"PI","Ray","24/09/2016",14.6,3189,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7022","Moorabbin","10 Beilby St",3,"h",800000,"PI","hockingstuart","26/07/2016",14.6,3189,3,2,2,261,107,1990,"Kingston",-37.9429,145.0474
"7023","Moorabbin","56 Chapel Rd",4,"h",921000,"S","Buxton","26/07/2016",14.6,3189,4,1,2,592,146.861538586252,1970,"Kingston",-37.9407,145.0482
"7024","Moorabbin","6a Clay St",3,"t",917000,"S","Ray","26/07/2016",14.6,3189,3,2,2,472,152,2001,"Kingston",-37.9387,145.0461
"7025","Moorabbin","52 Royena Rd",3,"h",890000,"PI","Buxton","26/07/2016",14.6,3189,3,1,1,698,114,1960,"Kingston",-37.9369,145.0578
"7027","Moorabbin","15 Biscop Rd",2,"h",1191000,"S","C21","27/11/2016",14.6,3189,2,1,2,756,97,1950,"Kingston",-37.94,145.0449
"7028","Moorabbin","15 Faye St",4,"h",1130000,"S","Buxton","27/11/2016",14.6,3189,4,1,2,638,146.861538586252,1972,"Kingston",-37.9378,145.057
"7029","Moorabbin","2/3 Fiddes St",2,"h",776000,"S","Ray","27/11/2016",14.6,3189,2,1,1,209,101,2002,"Kingston",-37.9389,145.0467
"7030","Moorabbin","8 Barilla Rd",4,"h",1035000,"S","Buxton","28/05/2016",14.6,3189,3,1,2,688,161,1950,"Kingston",-37.9411,145.043
"7031","Moorabbin","77 Chapel Rd",3,"h",920000,"S","hockingstuart","28/05/2016",14.6,3189,3,1,1,653,146.861538586252,1970,"Kingston",-37.9392,145.0481
"7032","Moorabbin","17 Horsmunden Rd",4,"h",1160000,"S","Gary","28/05/2016",14.6,3189,4,2,2,588,199,2011,"Kingston",-37.9395,145.0477
"7033","Moorabbin","6 Wimmera St",3,"h",825000,"PI","Buxton","28/05/2016",14.6,3189,3,1,2,538,146.861538586252,1970,"Kingston",-37.9454,145.0507
"7037","Moorabbin","1/1 Perry St",4,"t",1105000,"S","Hodges","30/07/2016",14.6,3189,3,2,2,220,187,2015,"Kingston",-37.9387,145.0398
"7038","Newport","23a Farm St",3,"h",1025000,"SP","Sweeney","3/09/2016",8.4,3015,3,2,2,301,195,1970,"Hobsons Bay",-37.842,144.8902
"7039","Newport","1/26 Thorpe St",3,"h",826000,"S","Village","3/09/2016",8.4,3015,2,1,2,281,100,1957,"Hobsons Bay",-37.8457,144.8651
"7040","Newport","14 Chalmers La",3,"h",900000,"SP","Raine","3/12/2016",8.4,3015,3,2,2,194,176,2010,"Hobsons Bay",-37.8395,144.8787
"7041","Newport","11b Junction St",3,"h",930000,"SP","RT","3/12/2016",8.4,3015,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7042","Newport","45 Milford St",3,"t",962000,"S","Village","3/12/2016",8.4,3015,3,2,2,283,179,2011,"Hobsons Bay",-37.8477,144.8753
"7043","Newport","44 Challis St",2,"h",800000,"S","Williams","4/03/2017",8.4,3015,2,1,1,244,73,1940,"Hobsons Bay",-37.846,144.8729
"7044","Newport","1/30 Charlotte St",3,"t",862000,"S","RT","4/03/2017",8.4,3015,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7045","Newport","2/8 Laurie St",3,"t",863000,"S","Jas","4/03/2017",8.4,3015,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7046","Newport","1/118 Woods St",3,"u",850000,"PI","hockingstuart","4/03/2017",8.4,3015,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7049","Newport","2/24 Maddox Rd",3,"u",760000,"PI","RT","4/06/2016",8.4,3015,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7050","Newport","70 Market St",4,"h",710000,"S","Greg","4/06/2016",8.4,3015,4,1,2,329,108,1955,"Hobsons Bay",-37.847,144.8788
"7051","Newport","473 Melbourne Rd",3,"h",920000,"VB","Williams","4/06/2016",8.4,3015,3,2,2,296,146.861538586252,1910,"Hobsons Bay",-37.8395,144.8825
"7052","Newport","46 River St",4,"h",940000,"VB","Williams","4/06/2016",8.4,3015,3,2,1,379,172,1930,"Hobsons Bay",-37.8408,144.8893
"7053","Newport","4/31 Clyde St",3,"h",655800,"S","Greg","6/08/2016",8.4,3015,2,2,1,178,102,2009,"Hobsons Bay",-37.8416,144.8651
"7054","Newport","51 Home Rd",4,"h",1082000,"S","Village","6/08/2016",8.4,3015,4,3,2,233,165,2011,"Hobsons Bay",-37.841,144.8874
"7056","Newport","3 River St",3,"h",1210000,"SP","Williams","6/08/2016",8.4,3015,3,1,1,546,144,1920,"Hobsons Bay",-37.8414,144.892
"7058","Newport","82 Charlotte St",3,"h",880000,"S","Sweeney","7/05/2016",8.4,3015,3,1,1,557,111,1950,"Hobsons Bay",-37.834,144.8668
"7059","Newport","29 Latrobe St",4,"h",1340000,"S","Raine&Horne","7/05/2016",8.4,3015,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7061","Newport","53 River St",4,"h",1260000,"PI","Village","7/05/2016",8.4,3015,4,1,3,757,159,1960,"Hobsons Bay",-37.8411,144.889
"7063","Newport","37 Alma Tce",3,"h",995000,"SP","Greg","7/11/2016",8.4,3015,3,1,2,316,118,1960,"Hobsons Bay",-37.849,144.8907
"7066","Newport","33 Oxford St",4,"h",1380000,"S","Williams","7/11/2016",8.4,3015,4,1,4,766,146.861538586252,1970,"Hobsons Bay",-37.839,144.8765
"7068","Newport","99 Anderson St",3,"h",785000,"S","RT","8/10/2016",8.4,3015,3,1,1,185,146.861538586252,1970,"Hobsons Bay",-37.8447,144.8734
"7069","Newport","1/24 Maddox Rd",3,"h",810000,"PI","RT","8/10/2016",8.4,3015,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7070","Newport","5/222 Mason St",3,"t",595000,"PI","Greg","8/10/2016",8.4,3015,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.8404,144.8652
"7071","Newport","22 Mirls St",2,"h",962000,"S","Village","8/10/2016",8.4,3015,2,1,1,402,94,1920,"Hobsons Bay",-37.8446,144.8796
"7072","Newport","79 Blackshaws Rd",4,"h",860000,"PI","Sweeney","10/09/2016",8.4,3015,3,3,2,217,195,1970,"Hobsons Bay",-37.8344,144.8764
"7074","Newport","39 Elizabeth St",3,"h",930000,"SP","Williams","10/09/2016",8.4,3015,3,1,1,307,146.861538586252,1970,"Hobsons Bay",-37.8389,144.8779
"7075","Newport","42 Agg St",3,"h",930000,"SP","Greg","10/12/2016",8.4,3015,3,2,1,343,146.861538586252,1970,"Hobsons Bay",-37.8432,144.8764
"7078","Newport","14 Jubilee St",3,"h",1060000,"SP","Sweeney","10/12/2016",8.4,3015,3,1,4,600,130,1970,"Hobsons Bay",-37.8472,144.8707
"7080","Newport","3/71 Oxford St",3,"h",950000,"S","RT","10/12/2016",8.4,3015,3,2,1,224,146.861538586252,1970,"Hobsons Bay",-37.8364,144.8769
"7081","Newport","34 Franklin St",2,"h",910000,"S","Greg","11/02/2017",8.4,3015,2,1,1,264,146.861538586252,1970,"Hobsons Bay",-37.8469,144.8872
"7082","Newport","1/145 Mason St",2,"h",780000,"SP","RT","11/02/2017",8.4,3015,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7083","Newport","21 Croker St",3,"h",810000,"S","Williams","12/11/2016",8.4,3015,3,1,1,390,84,1970,"Hobsons Bay",-37.847,144.8734
"7084","Newport","7 Rosshire Rd",3,"h",776000,"S","RT","12/11/2016",8.4,3015,3,1,3,363,146.861538586252,1970,"Hobsons Bay",-37.8476,144.8673
"7085","Newport","87 Elizabeth St",3,"h",1002500,"S","Jas","14/05/2016",8.4,3015,3,1,2,501,146.861538586252,1970,"Hobsons Bay",-37.8356,144.8785
"7086","Newport","10 Port St",3,"h",807500,"S","Sweeney","14/05/2016",8.4,3015,3,1,3,647,157,1970,"Hobsons Bay",-37.8481,144.8666
"7087","Newport","1 River St",2,"h",1120000,"S","RT","14/05/2016",8.4,3015,1,1,3,574,146.861538586252,1970,"Hobsons Bay",-37.8414,144.8922
"7088","Newport","21 Tait St",3,"h",950000,"S","Greg","14/05/2016",8.4,3015,2,2,2,281,146.861538586252,1950,"Hobsons Bay",-37.8431,144.8845
"7089","Newport","75 Woods St",4,"h",1620000,"S","Williams","14/05/2016",8.4,3015,4,3,1,425,233,2015,"Hobsons Bay",-37.8456,144.8741
"7091","Newport","31 Milford St",2,"h",1030000,"S","Village","15/10/2016",8.4,3015,2,1,2,470,136,1930,"Hobsons Bay",-37.8471,144.8769
"7092","Newport","115 North Rd",3,"h",1046000,"SP","Sweeney","15/10/2016",8.4,3015,3,2,2,284,125,1890,"Hobsons Bay",-37.8446,144.8861
"7094","Newport","5 Croker St",3,"h",716000,"S","Williams","16/04/2016",8.4,3015,3,1,2,268,146.861538586252,1970,"Hobsons Bay",-37.8472,144.8754
"7095","Newport","1 Durkin St",2,"h",740000,"S","RT","16/04/2016",8.4,3015,2,2,1,213,127,2006,"Hobsons Bay",-37.8441,144.8805
"7096","Newport","91 High St",4,"h",970000,"S","Greg","16/04/2016",8.4,3015,3,1,1,619,151,1915,"Hobsons Bay",-37.839,144.8854
"7098","Newport","20 Bruce St",2,"h",762000,"S","Williams","16/07/2016",8.4,3015,2,1,2,451,146.861538586252,1970,"Hobsons Bay",-37.8349,144.8714
"7100","Newport","153 Mason St",3,"h",950000,"S","Jas","16/07/2016",8.4,3015,3,1,2,453,145,1950,"Hobsons Bay",-37.8414,144.8707
"7101","Newport","6 Speight St",4,"h",1280000,"S","Raine","16/07/2016",8.4,3015,4,2,1,458,153,1930,"Hobsons Bay",-37.8427,144.879
"7103","Newport","15 Jubilee St",4,"h",1040000,"S","Greg","17/09/2016",8.4,3015,3,2,2,299,198,2004,"Hobsons Bay",-37.8477,144.8706
"7107","Newport","2/145 Mason St",2,"h",780000,"SP","RT","18/03/2017",8.4,3015,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"7109","Newport","4 Wilkins St",3,"h",1675000,"S","Williams","18/03/2017",8.4,3015,3,2,2,575,146.861538586252,1970,"Hobsons Bay",-37.8468,144.8912
